DISTRICT,XBLOCK,YBLOCK
2,396479,136718
5,402305,141426
1,397497,136718
2,395766,137665
7,399548,130021
5,402150,140362
7,400407,130810
1,400436,136696
5,399695,137774
1,401418,135070
4,397654,144888
3,398306,139262
1,398475,136193
6,405542,137071
3,398009,139049
1,400589,135069
4,397823,141376
1,401135,135000
5,398683,138348
6,406189,137202
1,400589,135069
3,396879,139826
7,402978,131823
7,400319,130177
5,403053,140739
7,399297,129653
4,397391,146385
7,400042,130518
4,397868,141140
6,406453,134892
3,396558,139123
5,399950,138853
5,400770,140681
3,398424,138824
1,397654,136665
3,398122,139889
6,404541,136535
2,393645,140765
3,395985.76,139251.62
2,394449,137479
1,399351,137319
1,400232,135255
2,395654,137600
4,399871,142835
2,394550,137528
3,397117,138916
7,401903,131415
6,406567,137338
5,401872,141994
7,400478,132509
1,399886,134826
6,406535,137223
4,398949,143306
1,398185,136475
3,398101,138793
7,399819,128990
3,397609,138634
6,403565,132222
1,398186,137185
1,398315,136717
6,405204,134392
3,395922,139336
1,397328,136611
3,398010,137782
7,402258,132857
2,391477,142426
6,404296,133162
1,398373,134292
3,397815,139148
5,401508,137047
7,402071,131148
6,404541,136535
4,397904,140846
3,397833,137709
1,400790,137051
1,399886,137184
5,399517,138221
1,398273,134400
4,397422,140620
4,397376,143540
6,403128,134505
3,397228,138511
4,398356,144667
6,405519,135471
3,397745,138854
2,393843,137761
6,406189,137202
5,401626,138513
2,394109,138545
3,396455,139555
7,399420,128792
2,395196,137993
7,399228,128424
6,404930,133446
4,398694,144449
2,397171,137408
6,406683,137294
1,398469,134448
4,399252,144139
7,400709,129315
6,405302,137346
6,403748,135528
5,400798,140980
1,397654,136543
3,396275,138884
4,400987,142996
2,397154,137053
2,394085,143798
6,405679,134421
6,405423,134960
6,405327,135921
4,398662,141645
5,400212,137949
7,400824.42,133277.48
3,397745,138046
3,397611,138370
3,398273,137449
3,396055,139384
7,401830,130676
4,400463,141354
7,402659,131024
4,400742,141663
3,397700,138792
1,400233,135773
6,405340,137855
5,399695,137774
2,393720.75,137747.73
3,396986,140220
4,397231,145828
5,401969,141604
4,398165,144485
5,400798,140980
1,398186,136255
6,404502,135005
3,396455,139555
4,397584,145773
6,403362,134283
2,393039,142375
1,398358,136759
4,397823,141376
2,395005,137471
4,397880,145169
7,399226,127956
2,395063,136998
5,398814,137975
4,396736,140470
7,401712,132801
6,405745,137367
4,396294,140699
3,396950,139233
4,399409,142466
2,396217.89,138008.23
4,400470,143458
1,400590,137256
7,401207,133236
7,401863,132019
6,404262,135527
5,401822,136399
5,403561,140013
5,403081,140848
6,406453,134892
5,400798,140980
4,397871,142351
3,398006,139949
1,397700,136611
3,397855,140120
5,402107,136927
5,401180,138242
3,396219,139652
5,400384,140059
5,401783,137594
7,402335,132676
6,403979,132242
2,394449,137479
1,398595,136801
2,396831,137702
4,397529,140644
3,397673,138085
2,396306,137054
1,398098,136539
1,401417,134546
1,400435,134715
3,398099,137620
5,401026,137243
2,394088,138708
6,405127,137046
5,400121,137998
1,398413,137185
1,397833,136476
3,398273,137916
7,401601,130970
6,405592,138052
5,402061,141232
3,397330,138792
7,401146,130808
6,404459,136336
5,400212,137949
5,400754,141106
2,396661,137923
6,402965,132500
7,399688,128741
2,394829,137194
1,397393,136027
6,404117,136160
5,401746,136243
3,397162,140182
2,393492,139119
5,400046,137753
3,398009,139049
4,398475,142634
5,400212,137949
4,396999,140521
3,397893,139390
3,397174,140033
3,397343,137783
6,405423,134960
2,391713,139236
5,399878,137742
2,394125,143518
2,392628,139964
7,400801,129945
7,400557,132492
1,399078,136928
2,397095,137532
2,397081,136991
7,400276,130895
7,400354,131430
2,392687,140045
2,394829,137194
6,405492,134418
3,397162,140182
2,396832,137923
5,400702,140622
2,396232,138182
6,404905,136964
1,399760,135503
6,404600,136168
5,401783,137594
3,397116,138223
1,400790,136018
7,400393,132326
3,396508,139534
4,398600,144742
6,404451,136157
3,398002,139987
2,397154,137053
3,398358,137782
4,399959,142915
1,401302,135070
1,398319,136303
3,396275,138884
5,402017,136325
7,400769,129415
3,397653,140207
3,397302,139967
6,402228,133997
6,407163,135613
3,397991,140078
4,398546,142814
6,402357,134072
3,397241,140302
2,392058,141880
2,390382,140574
7,400997,130281
5,401115,141232
7,401990,133295
1,400846,135214
7,400366,132181
2,394266,138046
1,400589,135069
3,397904,139683
6,405455,137517
5,400770,140681
4,397901,141557
6,402692,133978
3,397274,137976
4,397769,144596
4,397623,144463
3,397700,138792
4,397577,143785
2,396478,136277
4,397975,142556
6,403320,133558
3,397893,139390
4,398557,143261
3,398093,139178
6,406683,137294
3,397162,140182
5,402475,140471
2,396307,137321
5,401560,137150
5,401323,138440
6,404459,136336
2,397115,137977
6,404541,136535
3,398099,137450
1,400042,135100
3,397113,139035
3,396747,138305
4,397868,141140
3,397162,140182
2,396230,137254
7,401027,133176
4,397162,141051
6,406461,135770
2,393427,143911
5,399950,139209
3,397174,140033
1,398469,134448
5,402453,136691
6,406535,137223
1,398185,136610
4,397912,140776
6,404117,136160
7,402810,131849
5,400541,138724
3,396664,139647
1,400489,136425
6,405110,137614
3,396275,138884
5,401337,137452
1,399823,137147
5,401907,140800
3,398099,138672
2,395081,140795
5,400541,139301
6,403992,135998
1,400930,136609
2,395438,139594
2,394355,144313
4,397881,145832
2,397171,137408
2,395157,137808
3,398131,138694
7,399218,129419
4,399370,144615
3,396058,138936
3,397162,140182
1,397430,136664
3,398417,138880
6,404308,136189
4,398392,142453
7,400588,129470
2,393930,143053
6,405820,136047
5,401424,141425
1,400790,135354
1,398186,137185
4,397162,141258
2,393227,141918
4,397868,141140
6,405029,134678
6,403008,134259
3,398019,139835
1,401135,136927
1,401014,135940
3,398088,139665
2,392058,141880
5,398731,138367
4,399977,143174
6,405468,136869
7,401535,131621
5,402807,139472
4,397498,143146
4,398245,142404
2,392681,140114
3,396754,139785
1,400435,134906
6,406976,137002
3,397236,139162
1,400489,137052
2,396107,138086
1,398508,136963
4,396327,140300
7,403121,131703
4,397927,141082
6,402595,132803
5,398476,138369
6,403614,135440
1,400135,137425
6,406284,135076
3,398054,138634
6,405735,136103
2,392976,142632
3,396662,138182
4,397585,140742
6,405327,135921
3,396565,139474
5,401822,137493
4,399852,143321
2,394016,143533
3,397904,139683
3,397431,138854
1,398508,136963
4,398767,141767
2,394626,137194
3,398443,138664
3,398358,137450
6,404838,133646
2,397179,137320
3,396275,139402
2,395763,136667
6,403003,132627
6,403748,135528
3,396045,139054
2,396832,138099
1,398358,137118
1,398374,135355
1,399211,133853
5,402240,136888
2,394626,137194
1,400846,134967
2,395822,138306
5,399323,138138
5,400826,141186
1,398099,136943
5,403003,139192
3,396009,139485
4,396419,140348
6,406246,134851
5,403023.68,138808.25
5,401376,138229
5,401701,136862
4,397498,143146
5,398815,137665
3,397654,137620
7,401207,133236
7,401601,130970
6,404450,132969
1,400489,136927
5,400995,138511
3,397873,138932
5,401074,140646
5,402870,139507
6,405717,136799
3,398006,137232
7,401114,132144
3,398002,139987
3,397701,138567
1,397393,136027
4,399890,143127
5,401258,137689
3,397329,138634
1,397921,135525
5,401995,141039
2,391832,140803
1,399078,136928
6,405502,137265
2,395861,137857
3,397162,140182
1,399489,137478
5,400246,139229
3,397496,139395
5,402333,138743
3,397564,138552
7,401741,132961
1,397226,136542
4,398356,144936
7,401207,133236
2,397155.47,137185.86
4,397641,140801
3,396749,138793
4,398028,140906
4,398974,142631
6,403749,135661
5,400606,140286
6,406415,135937
2,397228,137798
3,397329,137320
5,400134,139597
6,401893,133657
2,393731,139295
1,401140,136225
1,398469,134448
2,392815,143350
1,401745,135140
7,401238,132700
1,401480,135528
3,398101,138793
3,397004,138674
7,401936,130715
3,397881,139901
7,401226,132523
1,399489,134556
6,404097,135820
4,397919,140717
1,400930,136855
2,394895,140924
6,403341,132223
5,401746,136243
6,403156,134215
4,397424,141730
7,400350,128897
5,403053,140739
6,404806,136726
5,399695,138823
6,405084,135772
1,397700,136611
6,406139,136306
6,402435,133902
2,394550,137528
1,400233,135528
7,402457,132460
2,397154,136805
5,401081,140536
3,397863,138792
7,401251,132444
7,401280,133168
7,399855,131051
5,402318,136926
6,406775,136768
3,397609,137976
1,400638,137118
7,399874,128589
6,402334,134010
2,392058,142425
2,391717,142634
2,391717,142634
3,397172,138470
2,392375,141282
6,405702,137707
3,398009,137532
1,401173,136105
6,404459,136336
3,398010,138818
1,400846,136542
5,401792,141464
1,397563,136664
2,393716,140572
3,397833,137709
7,402554,131862
4,397752,141730
3,397636,140315
5,399978,137790
3,397746,137450
3,397746,137783
2,395201,139966
5,399446,138633
6,404296,133162
1,399111,136474
3,396163,139534
2,394725,139618
6,402965,132500
2,392583,140568
5,400656,139558
2,394449,137479
5,401019,139923
2,393313,143855
5,403023.68,138808.25
2,395857,136612
5,401521,136902
2,397171,137408
6,404455,137101
2,396217.89,138008.23
2,396029,137321
3,398358,137450
5,402183,136751
3,396934,139582
5,401053,137100
3,398099,137299
7,400867,132951
2,396504,137376
1,400332,137118
7,400530,132799
1,397831,137105
2,397101,137254
7,403121,131703
4,397603,142843
1,397497,136718
3,398739,138827
5,401700,137519
2,392758,143179
1,398098,136808
2,395766,137555
1,399144,134605
4,400742,141604
1,398374,135355
1,398597,137252
5,402186,136400
1,398187,137264
1,401257,135070
3,397843,140228
3,397228,138182
7,401147,131551
1,398682,134716
1,398185,136475
3,397719,138104
2,394095,143068
3,396326,139604
1,400233,136784
1,399996,136784
5,399555,138003
1,397829,137265
1,401302,135070
1,400042,137118
2,396233,138511
3,397655,139599
1,398477,137319
2,395050,137714
3,396386,138511
1,398477,137319
1,400263.14,134936.54
3,397609,138056
2,395708,136984
3,397228,138182
3,397004,138674
2,396310,138470
5,399343,138672
2,394553,137415
3,397430,137621
1,397396,134955
3,398006,139949
1,400436,135710
1,397226,136542
7,399244,128845
5,398814,137975
2,395654,137600
5,399489,137576
2,391821,141648
4,396948,140884
3,397529,139979
1,401418,136127
1,401014,134923
3,397497,138634
1,401172,135898
5,401114,141366
1,398532,137185
3,397920,137620
1,399953,134056
5,399759,138303
3,397921,137783
2,396233,138264
4,399353,142258
3,398477,137531
1,400930,137051
4,397529,140644
2,396746,137976
2,396523,138059
2,395594,136720
5,399215.87,138751.2
3,397003,138387
2,396029,137018
1,401480,135898
3,397965,137976
4,396736,140470
5,398561,138379
3,397655,139599
3,397564,138552
2,396523,138059
5,399081,139151
2,395165,145351
1,400330,135430
3,397496,139543
1,397607,136337
2,392960,140270
1,400135,136856
1,398185,135525
1,401215,136192
1,398508,136963
2,395341,139940
2,393106,142539
4,399967,142805
3,397564,138088
4,396114,140562
2,396744,137054
1,400088,136137
1,399756,137184
2,397115,137977
7,401630,130490
1,401257,135836
5,399690,138139
4,396999,140521
1,401337,135958
1,401418,135988
5,401744,139626
1,401418,135377
2,396524,138141
1,400384.35,135648.37
1,400384,135648
3,396394,139771
2,393634,139158
3,396879,139826
3,396410,139492
1,398477,137319
1,401418,135070
1,400930,136326
5,399517,138221
2,394198,137317
2,396524,138141
3,397655,137916
5,401648,140298
3,398203,140362
5,404010,139540
3,397645,139929
3,398010,138058
2,397228,138017
3,397328,139157
2,390989,140409
5,399080,138386
3,397116,138634
3,397330,138792
4,396837,140117
2,395771.57,138640.32
2,395858,136859
2,394697,137241
1,400331,135045
3,397843,140228
3,397003,138264
1,400489,136474
1,401135,136927
5,399432,138333
5,399323,138138
5,400383,140498
3,398203,140362
3,398554,138773
1,400232.71,135558.46
1,398469,134448
3,397921,137783
7,399846,129919
6,405917,134592
4,396942,140983
4,396977,145829
3,397172,138305
2,392758,143179
1,401378,136326
4,399047,142716
1,399886,136326
1,398357,136542
3,398006,137232
1,400930,136855
1,400233,136697
4,397847,141258
2,395081,140795
1,400088,136609
3,397496,139543
4,398335,140850
1,399823,136990
2,396231,137578
1,400638,136400
2,393766,138306
3,397162,140182
2,393619,143740
1,400233,137319
3,396266,139088
1,399489,137478
3,396256,138986
1,399489,135009
3,397083,140096
3,396074,139136
2,395152,136628
1,400437,136541
2,394200,142179
1,401480,135443
1,398181,134852
3,397162,140182
3,397241,140302
7,400912,132891
4,398296,142628
2,394223,142979
5,400331,140225
1,400589,134360
3,395965,138725
3,395984,138616
4,396110,140292
4,398793,140371
3,395976,139385
1,399950,135588
2,391144,140271
5,399110,138221
3,397486,140410
1,399823,136697
3,398312,138595
4,398548,142696
4,397323,140923
2,394522,140845
7,400914,132646
1,399211,133853
1,400233,136541
3,396326,139604
3,397424,140141
3,396055,139384
5,399080,138386
1,401138,134783
5,398505,138263
2,394118,137611
3,397330,138792
6,404085,137618
2,396829,136991
2,393755,138617
1,400930,136654
2,396312,137622
3,398269,140322
2,393839,139090
3,397216.27,137538.44
4,397585,140742
5,398886,139033
3,397833,138469
3,396950,139233
3,397003,138387
3,397281,140197
5,401418,136628
1,400489,136018
2,395594,139617
5,402060,141604
3,397609,137709
1,400637,136696
3,397921,138345
3,397700,137709
1,401297,136609
1,399029,136400
3,398424,138824
2,393492,139203
6,405711,135520
5,398654,138409
5,399215.87,138751.2
5,398946,138854
2,396523,138059
3,398477,137621
1,400637,135960
3,396670,139844
1,400948,135929
3,397068,140306
2,395708,136984
1,400930,136855
1,400234,136092
3,398424,138824
2,393766,138306
3,397564,138088
3,396950,139233
1,397497,136959
5,402007,137002
3,397496,139395
5,401543,136364
3,397228,138593
5,400384,140059
3,396950,139233
3,397088,139298
4,398036,140835
7,401000,133082
4,398046,141681
7,400937,133147
3,397431,138088
1,400932,135318
3,397088,139298
5,398505,138263
1,398579,134828
2,396169,137710
5,398597,138222
1,401135,135000
5,399446,138633
4,397422,140620
2,395654,137600
2,391746,138919
2,394913,137487
5,400594,139371
1,399756,137052
5,401521,136902
1,397719,137315
2,396915.49,137186.09
4,398403,142170
3,395934,139236
5,401319,138348
6,405034,135149
5,403249,138982
7,400346,131109
3,397431,138975
5,401229,137330
2,396559,137255
5,401734,140028
1,401336,134409
4,400251,140544
7,402094,132953
2,396217.89,138008.23
2,395881,138931
2,396105,137427
2,396965,137769
5,399058,137708
2,395744,137975
3,398315,137531
2,394785,138313
6,406908,135370
2,391608,139323
3,397162,140182
5,400480,138730
7,401601,130970
2,397228,137931
1,400437,136362
6,405031,136877
1,400930,136609
6,406908,135370
5,400929,139738
2,394785.87,138313.53
3,397609,138792
2,395521,137007
6,403385,132785
1,400435,134906
1,400930,136855
1,401337,134507
1,400233,136541
1,399559,136520
1,400436,135836
3,397375,138140
3,396004,139330
2,396915.49,137186.09
3,397715,139661
2,395341,139940
2,395341,139940
